error_type,target,predicted
case_error,The demesne of Sud-Scandinavian Wood was going to be difficult.,The Demesne of Sud-Scandinavian Wood was going to be difficult.
case_error,"But it took a lot to daunt Susan, once she had definitely embarked on an enterprise.","But it took a lot to Daunt Susan, once she had definitely embarked on an enterprise."
case_error,"Straining her ears, she caught the tread of heavy feet coming towards her.","straining her ears, she caught the tread of heavy feet coming towards her."
case_error,"Hurry up and let me in, you fool!"" As the man perceived her slightness and the fact that she was alone, the door creaked open a further six inches.","hurry up and let me in, you fool!"" As the man perceived her slightness and the fact that she was alone, the door creaked open a further six inches."
case_error,"""Vich Triangle?"" She played her trump card.","""Vich Triangle?"" she played her trump card."
case_error,"""Is Prester John here?"" she asked.","""Is prester John here?"" she asked."
case_error,"She was bluffing desperately on the fragmentary and secondhand knowledge of Joe Blaythwayt, and prayed that Prester John might be absent.","She was bluffing desperately on the fragmentary and secondhand knowledge of Joe Blaythwayt, and prayed that prester John might be absent."
case_error,"I'm always with the Chief."" ""Ze Cheef, _hein_?","I'm always with the chief."" ""Ze cheef, _hein_?"
case_error,"A graate man, but he hass not enof time for ze ladies, _non_?"" He leered at her, and for a moment she dreaded that he might have penetrated her make-up.","A graate man, but he hass not enof time for Ze ladies, _non_?"" He leered at her, and for a moment she dreaded that he might have penetrated her make-up."
case_error,"What was more, she entered her part so thoroughly and she permitted herself a coarse reply which would have sent the simple Joe, had he been there to hear, purple to the ears.","What was more, she entered her part so thoroughly and she permitted herself a coarse reply which would have sent the simple joe, had he been there to hear, purple to the ears."
case_error,"""In zat room""---he jerked his thumb--""you vill find friends.","""In Zat room""---he jerked his thumb--""You vill find friends."
case_error,The Chief wants him in a hurry.,The chief wants him in a hurry.
case_error,"""Zere is somzing beeg an' secret---'ow you say?--in ze air to-night, _n'est-ce-pas_?","""Zere is somzing beeg an' secret---'ow you say?--In Ze air to-night, _n'est-ce-pas_?"
case_error,"""But the Chief doesn't like questions."" The man shook his head.","""But the chief doesn't like questions."" The man shook his head."
case_error,Even ve do not know quite 'ow beeg are 'is plans.,Even Ve do not know quite 'ow beeg are 'is plans.
case_error,"Zere is zis tunnel, now.","Zere is zis Tunnel, now."
case_error,Ze Cheef send 'im wizout varning--a clevaire _Espagnol_ 'e 'as recruit.,Ze cheef send 'im wizout varning--a clevaire _espagnol_ 'e 'as recruit.
case_error,_Mais que faire?,_mais que faire?
case_error,"It was getting her no farther in her quest, however, except that it gave her time to deduce that the French janitor had not found Prester John.","It was getting her no farther in her quest, however, except that it gave her time to deduce that the French janitor had not found prester John."
case_error,"That fifth door was intriguing; intriguing also, after the janitor's vague references to a tunnel, was the flight of stairs that disappeared in the direction of the vaults.","That fifth door was intriguing; intriguing also, after the Janitor's vague references to a tunnel, was the flight of stairs that disappeared in the direction of the vaults."
case_error,"A whiff of dank, clammy air met her as she felt her way over the first step.","A whiff of Dank, clammy air met her as she felt her way over the first step."
case_error,So this was the tunnel of which the Keeper of the Door had spoken.,So this was the tunnel of which the keeper of the door had spoken.
case_error,She was in the Tube!,She was in the tube!
case_error,"Swinging it cautiously, she found that when closed it fitted snugly into the round gap where the Sud-Scandinavia burrow debouched into the City and South London Railway, so that without a minute study of the surface it was impossible to know that a door existed at all.","swinging it cautiously, she found that when closed it fitted snugly into the round gap where the Sud-Scandinavia Burrow debouched into the city and South London Railway, so that without a minute study of the surface it was impossible to know that a door existed at all."
case_error,"Remembering that between the hours of two and five ack emma, when the Tube is closed, there are repair gangs moving about its subterranean ways, she realised the necessity for some such camouflage, and guessed that the door had only been left open by an oversight.","Remembering that between the hours of two and five ack Emma, when the tube is closed, there are repair gangs moving about its subterranean ways, she realised the necessity for some such camouflage, and guessed that the door had only been left open by an oversight."
case_error,"A clean-cut tunnel down which ran power cables, which came to a dead end in the Tube!","A clean-cut tunnel down which ran power cables, which came to a dead end in the tube!"
case_error,"Having commenced the reconnaissance in such style, one might as well conclude it thoroughly.","having commenced the reconnaissance in such style, one might as well conclude it thoroughly."
case_error,"Dumb with wonder, she simply stared.","dumb with wonder, she simply stared."
case_error,"It must have been fully five feet of base, and in the centre of it was a Greek _alpha_, similarly made of silver.","It must have been fully five feet of base, and in the centre of it was a greek _alpha_, similarly made of silver."
case_error,"""Uncle--Joe?"" she breathed.","""Uncle--joe?"" she breathed."
case_error,"""Men are Different,"" he said grandly.","""Men are different,"" he said grandly."
case_error,"""Only a bit of it.","""only a bit of it."
case_error,"Come along--behind me,"" she directed impatiently, and the docile Joe followed her.","Come along--behind me,"" she directed impatiently, and the docile joe followed her."
case_error,"""They know us there."" She was opening the door when the approaching rays veered upwards and fell full on herself and the trembling Joe.","""They know us there."" She was opening the door when the approaching rays veered upwards and fell full on herself and the trembling joe."
case_error,"""They are special messengers of the Apex.","""They are special messengers of the apex."
case_error,"Who admitted them?"" ""I did."" It was the janitor, whom she had not recognised through the smears of engine oil which disfigured his face, who spoke.","Who admitted them?"" ""I did."" It was the Janitor, whom she had not recognised through the smears of engine oil which disfigured his face, who spoke."
case_error,"Ze beeg one 'ave ask for Morini, and ze mignon for Prestaire Jean."" ""That's in order.","Ze beeg one 'ave ask for Morini, and Ze Mignon for prestaire Jean."" ""That's in order."
case_error,"A curt exchange of ""_Buenos noches_,"" and the bolts slithered home on the inside.","A curt exchange of ""_buenos noches_,"" and the bolts slithered home on the inside."
case_error,"""I know all about the tunnel, and about the synthetic mosque, and about the power plant, _and_ about the doss-house crew, and about the arsenal,"" was his categorical retort.","""I know all about the tunnel, and about the synthetic mosque, and about the power plant, _and_ about the doss-house crew, and about the Arsenal,"" was his categorical retort."
case_error,"""I also know that there isn't going to be a second Battle of Sidney Street if I can help it.","""I also know that there isn't going to be a second battle of Sidney Street if I can help it."
case_error,"Our separate bluffs may be shown up at any moment, and then there'll be Hell to pay!","Our separate bluffs may be shown up at any moment, and then there'll be hell to pay!"
case_error,"""_Get--in--a--taxi--and--beat it_,"" snarled Storm, and Blaythwayt moved aggrievedly away.","""_get--in--a--taxi--and--beat it_,"" snarled Storm, and Blaythwayt moved aggrievedly away."
case_error,"Then he got through to the Yard, and tried to get Inspector Teal, but Teal, tired of waiting, had gone home to bed.","Then he got through to the yard, and tried to get Inspector Teal, but Teal, tired of waiting, had gone home to bed."
case_error,"""Come right down to the Sud-Scandinavia Sawmill in Lower Thames Street,"" he directed.","""Come right down to the Sud-Scandinavia sawmill in Lower Thames Street,"" he directed."
case_error,Flying Squad and all divisional reserves are on their way.,Flying squad and all divisional reserves are on their way.
case_error,"Seventy of these he told off to draw an inconspicuous cordon round the whole block, and thirty he sent down to cover the Tube bolt-hole at London Bridge Station.","Seventy of these he told off to draw an inconspicuous cordon round the whole block, and thirty he sent down to cover the tube bolt-hole at London Bridge Station."
case_error,"A batch of twenty of the Flying Squad arriving in a van at that moment, he sent them on to occupy a similar position at Bank Station.","A batch of twenty of the flying squad arriving in a van at that moment, he sent them on to occupy a similar position at Bank Station."
case_error,"On the stroke of 3.45 he trod out his cigarette end, bade the watchman a cheery good-night, and made a supplementary disposition of the men who had reached the Custom House in the meanwhile.","On the stroke of 3.45 he trod out his cigarette end, bade the watchman a cheery good-night, and made a supplementary disposition of the men who had reached the custom house in the meanwhile."
case_error,"""In time?"" queried that officer swiftly, and Storm nodded.","""In time?"" Queried that officer swiftly, and Storm nodded."
case_error,The muffled foot-steps of the French janitor came down the passage; the three-inch bars swished back in their steel grooves; the lock clicked.,The muffled foot-steps of the French Janitor came down the passage; the three-inch bars swished back in their steel grooves; the lock clicked.
case_error,"""_Sois sage--et vis!_"" hissed Storm in his ear, and the man signified his acceptance of this advice.","""_Sois sage--et Vis!_"" hissed storm in his ear, and the man signified his acceptance of this advice."
case_error,"Storm, with Teal hard on his heels, led the way into the building, and a number of dim shapes materialised from the adjoining alley and followed them.","Storm, with teal hard on his heels, led the way into the building, and a number of dim shapes materialised from the adjoining alley and followed them."
case_error,"The men behind Storm hesitated for a second, for the London bobby is not anxious to use firearms, and it seemed to be the only course left open.","The men behind Storm hesitated for a second, for the London Bobby is not anxious to use firearms, and it seemed to be the only course left open."
case_error,"Lying flat on the stairs, he blazed between the banisters at the second mass which crowded out to attack, until his automatic clicked on an empty magazine.","lying flat on the stairs, he blazed between the banisters at the second mass which crowded out to attack, until his automatic clicked on an empty magazine."
case_error,"They were unlucky, all right."" ""And eighty-odd have slipped the cordon, you long-tailed land-ape!"" snarled Storm with pardonable heat.","They were unlucky, all right."" ""And eighty-odd have slipped the cordon, you long-tailed land-ape!"" snarled storm with pardonable heat."
case_error,"""Your sense of proportion makes me want to scream!"" His first thought was for the men under him, but he found that an ambulance had been sent along by a thoughtful authority, and Red Cross men were already tending the casualties.","""Your sense of proportion makes me want to scream!"" His first thought was for the men under him, but he found that an ambulance had been sent along by a thoughtful authority, and red cross men were already tending the casualties."
case_error,"""You might as well let us go, guvnor,"" said one hefty specimen.","""You might as well let us go, Guvnor,"" said one hefty specimen."
case_error,"""I think in about two months' time you will all hang by your necks until you are dead!"" Teal, on a round of inspection, stopped Storm to air a theory.","""I think in about two months' time you will all hang by your necks until you are dead!"" Teal, on a round of inspection, stopped storm to air a theory."
case_error,"""Central-Inspector Teal,"" he introduced himself.","""Central-inspector teal,"" he introduced himself."
case_error,public call box at Monument Station you said?...,Public call box at Monument Station you said?...
case_error,This is Hell's own song and dance act!,This is hell's own song and dance act!
case_error,"I wish the swine didn't seem so damned sure of themselves."" ""You surprise me--after that speech of yours at the Enquiry,"" Teal said drily.","I wish the swine didn't seem so damned sure of themselves."" ""You surprise me--after that speech of yours at the enquiry,"" Teal said drily."
case_error,"The leading van made for Headquarters via Tower Hill and Eastcheap, to avoid the obstructions of Lower Thames Street as much as possible--a move which the strategist would have foreseen.","The leading van made for headquarters via Tower Hill and Eastcheap, to avoid the obstructions of lower Thames Street as much as possible--a move which the strategist would have foreseen."
case_error,"It caught the Flying Squad van squarely across the bonnet, throwing the whole vehicle round in a complete circle which fetched up in a smash against a lamp-post.","It caught the flying squad van squarely across the bonnet, throwing the whole vehicle round in a complete circle which fetched up in a smash against a lamp-post."
case_error,"The lorry was driven round the Tower and across Tower Bridge, and later in the day was found abandoned outside a builder's yard in Bermondsey.","The lorry was driven round the tower and across tower bridge, and later in the day was found abandoned outside a builder's yard in Bermondsey."
case_error,"Cry alas, glory me, ping.","cry alas, glory me, ping."
case_error,"""Has Birdie taken to free verse,"" he asked mildly, when he had perused the amazing document a second time, ""or are we both mad?"" Teal shook his head.","""has Birdie taken to free verse,"" he asked mildly, when he had perused the amazing document a second time, ""or are we both mad?"" Teal shook his head."
case_error,Said it was like nothing in his experience.,said it was like nothing in his experience.
case_error,"I suppose it's simple enough really, but these experts have such conventionally eccentric minds that the obvious always gets by them."" ""Thank God I'm not an expert,"" said Storm fervently.","I suppose it's simple enough really, but these experts have such conventionally eccentric minds that the obvious always gets by them."" ""Thank god I'm not an expert,"" said Storm fervently."
case_error,"The sound interested him, apparently, to the exclusion of everything else, and then suddenly he brought his chair back to the vertical and permitted himself a soft ""Jerusalem!"" of satisfaction.","The sound interested him, apparently, to the exclusion of everything else, and then suddenly he brought his chair back to the vertical and permitted himself a soft ""jerusalem!"" of satisfaction."
case_error,"He wrote swiftly for a few moments, and then turned to the expectant Teal.","He wrote swiftly for a few moments, and then turned to the expectant teal."
case_error,"""Who are the H's we know in this case?"" he asked.","""Who are the h's we know in this case?"" he asked."
case_error,"And Horring, the hold-up man--he's reformed lately, which always makes me think of Triangles these days.","And horring, the hold-up man--he's reformed lately, which always makes me think of triangles these days."
case_error,Lazy piker!,lazy piker!
case_error,"""This is the H you couldn't remember off-hand,"" he remarked.","""This is the h you couldn't remember off-hand,"" he remarked."
case_error,"""I want another man to watch her, and I'll have the coats off their backs if she slips 'em again!"" ""Miss Hawthorne?"" queried Teal, mildly interested.","""I want another man to watch her, and I'll have the coats off their backs if she slips 'em again!"" ""Miss Hawthorne?"" queried teal, mildly interested."
case_error,Damn it....,damn it....
case_error,"S'long!"" He hung up the receiver.","S'long!"" he hung up the receiver."
case_error,It's Morse.,It's morse.
case_error,"If the orders don't go out through the Era, they'll go out some way else, and knowing their code 'll be useful if they try it on again.","If the orders don't go out through the era, they'll go out some way else, and knowing their code 'll be useful if they try it on again."
case_error,"I'm A, of course, and I'm to be taken.","I'm a, of course, and I'm to be taken."
case_error,"But who is 2--or is it a place?"" ""Most likely another nest of theirs.","But who is 2--or is it a place?"" ""most likely another nest of theirs."
case_error,"""And H is to die--being apparently more dangerous than me.","""And h is to die--being apparently more dangerous than me."
case_error,Across the food Storm regarded him.,across the food storm regarded him.
case_error,"""If Miss Hawthorne is the H referred to,"" he said, ""there're going to be a whole lot of three-cornered funerals in the near future.","""If Miss Hawthorne is the h referred to,"" he said, ""there're going to be a whole lot of three-cornered funerals in the near future."
case_error,And the Big Triangle 'll be among those present!,And the big triangle 'll be among those present!
case_error,"""The Law,"" began the respectable Mr.","""The law,"" began the respectable Mr."
case_error,"""Skunkrot the Law!"" said Storm, very gently.","""Skunkrot the law!"" said Storm, very gently."
case_error,CHAPTER XIV EXASPERATION OF MR.,Chapter XIv exasperation of Mr.
case_error,TEAL James Mattock read the second proclamation of the Alpha Triangle in his morning paper.,Teal James Mattock read the second proclamation of the Alpha Triangle in his morning paper.
case_error,"SECOND MANIFESTO _by the Lord of the Alpha Triangle, in Council, to the Parliament and People of the United Kingdom._ WHEREBY it is announced as follows: Seeing that Our first Manifesto has been ignored, We find it necessary to increase the arguments we have already advanced, why it will be advisable for the Government to accede to Our Terms.","Second manifesto _by the Lord of the Alpha Triangle, in Council, to the parliament and people of the United Kingdom._ Whereby it is announced as follows: seeing that our first manifesto has been ignored, we find it necessary to increase the arguments we have already advanced, why it will be advisable for the government to accede to our terms."
case_error,"And this We do according to this Warning: That, until Our receipt of official notification of the Government's acceptance of the aforementioned and previously detailed Terms, We shall destroy the undernamed Objects of Public Property, at intervals of two days from the date hereof, in the order given below.","And this we do according to this warning: that, until our receipt of official notification of the government's acceptance of the aforementioned and previously detailed terms, we shall destroy the undernamed objects of public property, at intervals of two days from the date hereof, in the order given below."
case_error,The New Underground Junction at Piccadilly Circus.,The new underground junction at Piccadilly Circus.
case_error,Paul's Cathedral.,Paul's cathedral.
case_error,The Houses of Parliament.,The houses of parliament.
case_error,"Concurrently with this Campaign, Our already initiated Policy of Terrorism will be continued and augmented.","Concurrently with this campaign, our already initiated policy of terrorism will be continued and augmented."
case_error,"GIVEN by Our Hand this Day, (Signed) Followed, in the facsimile which was blazoned across the front page of the _Mercury_, the sign of the Alpha Triangle.","Given by our hand this day, (signed) followed, in the facsimile which was blazoned across the front page of the _mercury_, the sign of the Alpha Triangle."
case_error,"When he reached the Cockspur Street office that morning, he found that Raegenssen had not arrived, and the police were in possession.","When he reached the cockspur street office that morning, he found that Raegenssen had not arrived, and the police were in possession."
case_error,"Marchmont Avenue, Hampstead, at the house of Oscar Raegenssen--burglary and assault--five years."" Mattock regarded the paper in the detective's hand calmly.","Marchmont avenue, Hampstead, at the house of Oscar Raegenssen--burglary and assault--five years."" Mattock regarded the paper in the detective's hand calmly."
case_error,"Teal, blunt and burly, a man of the people who had won his rank from the academy of the beat, felt uncomfortable under the steady once-over of the self-possessed clerk.","Teal, blunt and burly, a man of the people who had won his rank from the Academy of the Beat, felt uncomfortable under the steady once-over of the self-possessed clerk."
case_error,"The offer's always open."" It seemed to Teal that Mattock had watched the whole performance with cynical enjoyment, and the clerk's answer verified that impression.","The offer's always open."" It seemed to teal that Mattock had watched the whole performance with cynical enjoyment, and the clerk's answer verified that impression."
case_error,"From his waistcoat pocket he produced a powerful lens in a chamois bag, polished it on his handkerchief, and subjected the surface of the door to a prolonged scrutiny.","From his waistcoat pocket he produced a powerful lens in a Chamois bag, polished it on his handkerchief, and subjected the surface of the door to a prolonged scrutiny."
case_error,"""I'm not an expert, sir, but I should say not, unless the original key had been lost and a carelessly made substitute used."" ""Thank you,"" said Teal, and sank upon his knees as if in prayer.","""I'm not an expert, Sir, but I should say not, unless the original key had been lost and a carelessly made substitute used."" ""Thank you,"" said Teal, and sank upon his knees as if in prayer."
case_error,"""This is either Prester John's or Grantor's work,"" he pronounced, and Teal was too hardened to the daily miracles of the police records department to show any surprise at the definiteness of his Holmesian piece of deduction.","""This is either prester John's or Grantor's work,"" he pronounced, and Teal was too hardened to the daily miracles of the Police records department to show any surprise at the definiteness of his Holmesian piece of deduction."
case_error,"If Raegenssen had touched the safe at all recently, he either wore gloves or wiped it with a rag afterwards."" In an hour the plates had been developed and compared with similar close-ups classified in the colossal card-index system of the Records Office, and the unhesitating verdict was phoned through to Mr.","If Raegenssen had touched the safe at all recently, he either wore gloves or wiped it with a rag afterwards."" In an hour the plates had been developed and compared with similar close-ups classified in the colossal card-index system of the records office, and the unhesitating verdict was phoned through to Mr."
case_error,"The vote went to Prester John, and the somnolent detective became a perplexed and irritated man, for the fact upset every single one of his theories and dizzied him completely out of his bearings.","The vote went to prester John, and the somnolent detective became a perplexed and irritated man, for the fact upset every single one of his theories and dizzied him completely out of his bearings."
case_error,"After three thoughtful slabs of chewing-gum he rang up Storm, obtained permission, and then got through to the Yard and demanded the attendance of a third expert--a gentleman who in the past years had earned a comfortable income from his knowledge of safes until a false step and a term of confinement at His Majesty's expense had exacted from him due labour of hire already received, and (unusually enough) instilled into the said gentleman an enthusiasm for a more restful, if less remunerative and spectacular, employment on the lee side of the Law.","After three thoughtful slabs of chewing-gum he rang up Storm, obtained permission, and then got through to the yard and demanded the attendance of a third expert--a gentleman who in the past years had earned a comfortable income from his knowledge of safes until a false step and a term of confinement at his Majesty's expense had exacted from him due labour of hire already received, and (unusually enough) instilled into the said gentleman an enthusiasm for a more restful, if less remunerative and spectacular, employment on the Lee side of the law."
case_error,"At the end of half an hour: ""An' 'ere we are.","At the end of half an hour: ""an' 'ere we are."
case_error,All chynge for Charing Cross an' the Pink Elephant an' Castrol.,All chynge for charing cross an' the pink elephant an' castrol.
case_error,"Why, if the game 'ad bin so elemtenary in my days, when I was an exterp at the skience, I'd've bin a blinkin' millionanthropist by now, I would.","Why, if the game 'ad bin so elemtenary in my days, when I was an exterp at the Skience, I'd've bin a blinkin' millionanthropist by now, I would."
case_error,"Drivin' abaht Myfair in a calabriot, wiv all the flatties touchin' their 'ats to me an' 'opin' I'd put a monkey in their Christmas Box.","Drivin' Abaht Myfair in a calabriot, wiv all the flatties touchin' their 'ats to me an' 'opin' I'd put a monkey in their christmas box."
case_error,"An' no gratootooies--'cept from those 'oo make them big enough."" He regarded the confounded detective in wonder.","An' no gratootooies--'cept from those 'oo make them big enough."" He regarded the confounded detective in Wonder."
case_error,"Well, wot did jer expect ter find?","Well, Wot did jer expect ter find?"
case_error,"This ain't Masculine's, yer know.","This ain't masculine's, yer know."
case_error,"No conjuratin' in this gallery."" ""Shut up, Nosey,"" said Teal rudely.","No conjuratin' in this gallery."" ""Shut up, nosey,"" said Teal rudely."
case_error,"Empty, vacuously empty, it stared back at him--one of the most annoying voids he had ever seen.","empty, vacuously empty, it stared back at him--one of the most annoying voids he had ever seen."
case_error,The only souvenir that Prester John had left behind him was the cardboard replica of the Triangle badge which Teal had managed to conceal from the roving eye of the ex-yegg.,The only souvenir that prester John had left behind him was the cardboard replica of the Triangle badge which Teal had managed to conceal from the roving eye of the ex-yegg.
case_error,"""Did you go into that inner office?"" ""Yes."" ""What time was this?"" ""About eleven-thirty."" ""P.","""Did you go into that inner office?"" ""Yes."" ""What time was this?"" ""about eleven-thirty."" ""P."
case_error,"m.?"" asked Teal sleepily.","M.?"" asked Teal sleepily."
case_error,"""Pip emma?"" repeated Teal.","""Pip Emma?"" repeated teal."
case_error,"Is Prester John a friend of yours?"" ""I seem to have read about him.","Is prester John a friend of yours?"" ""I seem to have read about him."
case_error,And you're fond of a Joan.,And you're fond of a joan.
case_error,"I'd hate to see her follow the rest of the Triangle into stir, and she will, in time, if one of you hasn't a pull somewhere.","I'd hate to see her follow the rest of the triangle into stir, and she will, in time, if one of you hasn't a pull somewhere."
case_error,"You're independent now, but I guess there's a day coming when you'll be glad of a friend or two on the Embankment."".","You're independent now, but I guess there's a day coming when you'll be glad of a friend or two on the embankment.""."
case_error,"Suspected of concealing knowledge of the whereabouts of Oscar Raegenssen, who is wanted on a warrant issued last night.","suspected of concealing knowledge of the whereabouts of Oscar Raegenssen, who is wanted on a warrant issued last night."
case_error,"They took Mattock to Headquarters, and the formal charge was made.","They took Mattock to headquarters, and the formal charge was made."
case_error,"""I'll get you some genuine specimens."" He returned almost immediately with a bundle of cancelled cheques, and these Storm compared with the signature of the deed.","""I'll get you some genuine specimens."" He returned almost immediately with a bundle of cancelled cheques, and these storm compared with the signature of the deed."
case_error,"Whereas the writing on the parchment was small and neat, all the cheques were signed in a thick, sprawling hand.","whereas the writing on the parchment was small and neat, all the cheques were signed in a thick, sprawling hand."
case_error,"""One way he is Triangular, the other way he isn't,"" he said peevishly.","""One way he is triangular, the other way he isn't,"" he said peevishly."
case_error,"Having found that the man was disengaged, Teal and he went round and interviewed him.","having found that the man was disengaged, Teal and he went round and interviewed him."
case_error,"United States dollars, the new Reichmarks, Spanish pesetas, and Italian lire.","United States dollars, the new reichmarks, Spanish pesetas, and Italian lire."
case_error,I didn't want to take them because of the Exchange risk--something considerable in a sum as long as this one--but he promptly added a five per cent.,I didn't want to take them because of the exchange risk--something considerable in a sum as long as this one--but he promptly added a five per cent.
case_error,"allowance to cover that."" ""That must have cost him something."" The director nodded.","Allowance to cover that."" ""That must have cost him something."" The Director nodded."
case_error,"It was Raegenssen."" ""Or Mattock cleverly padded,"" added the sceptical Kit.","It was Raegenssen."" ""Or Mattock cleverly padded,"" added the sceptical kit."
case_error,"""If you were going to do a deal in my name wouldn't you try to make up to look like me in a general description?"" The mention of Mattock recalled to Teal his prisoner's request, and he would have mentioned it as they returned to the Yard, but Storm was already off on another tack.","""If you were going to do a deal in my name wouldn't you try to make up to look like me in a general description?"" The mention of Mattock recalled to teal his prisoner's request, and he would have mentioned it as they returned to the yard, but Storm was already off on another tack."
case_error,_Kill H_....,_kill h_....
case_error,"go in the _Era_?"" ""To-morrow,"" said Teal.","Go in the _era_?"" ""To-morrow,"" said Teal."
case_error,In those days the Press was so full of the Triangle that most other information was crowded away into obscure paragraphs in small type which few people ever read.,In those days the press was so full of the triangle that most other information was crowded away into obscure paragraphs in small type which few people ever read.
case_error,"DEATH OF A GREAT SCIENTIST DEPORTED AUSTRIAN CHEMIST COMMITS SUICIDE UNCOMPLETED WORK (_Daily Mercury Special Correspondent_) VIENNA, Tuesday, June 3rd.","Death of a great scientist deported Austrian chemist commits suicide uncompleted work (_daily mercury special correspondent_) Vienna, tuesday, June 3rd."
case_error,"Schewesen was known to have been making researches into the possibility of stabilising Nitrogen Trichloride (NCl3), the most powerful explosive known to science, but, as far as contemporary methods of preparation have progressed, entirely without practical use, since even particles of dust settling upon it from the atmosphere are sufficient to detonate it.","Schewesen was known to have been making researches into the possibility of stabilising nitrogen trichloride (ncl3), the most powerful explosive known to science, but, as far as contemporary methods of preparation have progressed, entirely without practical use, since even particles of dust settling upon it from the atmosphere are sufficient to detonate it."
case_error,"Flatties, I think, was the term Nosey used?"" Teal was struck by the change in the man's manner since he had met him in Walton Street Police Station.","Flatties, I think, was the term nosey used?"" Teal was struck by the change in the man's manner since he had met him in Walton street police station."
case_error,"Truculence was regular, and cringing was also in order, though less common.","truculence was regular, and cringing was also in order, though less common."
case_error,"""And there, by the Grace of the Devil,"" he muttered, ""goes a man who knows far, far more about the Triangle than I shall ever find out."" ""I've also cancelled the warrant that's out against Raegenssen,"" Storm said.","""And there, by the grace of the devil,"" he muttered, ""goes a man who knows far, far more about the Triangle than I shall ever find out."" ""I've also cancelled the warrant that's out against Raegenssen,"" Storm said."
case_error,"Neither of 'em fit exactly."" He was tapping a cigarette on his case when the telephone rang, and he was told that the call was for him.","neither of 'em fit exactly."" He was tapping a cigarette on his case when the telephone rang, and he was told that the call was for him."
case_error,"I'm going to get him to court to-morrow, if there's a whole army of Triangles in the way!","I'm going to get him to court to-morrow, if there's a whole army of triangles in the way!"
case_error,"""Then it must be Raegenssen,"" Teal said dreamily.","""Then it must be raegenssen,"" Teal said dreamily."
case_error,"The future of the organisation was suspended by that slender thread; our hope of being in amongst them, raising Hell, before they could collect their wits.","The future of the organisation was suspended by that slender thread; our hope of being in amongst them, raising hell, before they could collect their wits."
case_error,"He is a friend of Inspector Teal, from whom he had heard unpublished facts about the Triangle which (on his own account) fired him with thoughts of honour and glory as an amateur Sherlock.","He is a friend of Inspector Teal, from whom he had heard unpublished facts about the Triangle which (on his own account) fired him with thoughts of honour and glory as an amateur sherlock."
case_error,"(2) In my opinion, the telephone call which followed our departure came by chance, and was not based on knowledge of any of our plans.","(2) in my opinion, the telephone call which followed our departure came by chance, and was not based on knowledge of any of our plans."
case_error,"The Billingsgate raid having failed, I am basing my next move on the Era advertisement.","The billingsgate raid having failed, I am basing my next move on the era advertisement."
case_error,"The solid _fact_, which you and everyone else has got to get hold of, is that for the time being all the odds are on the Triangle.","The solid _fact_, which you and everyone else has got to get hold of, is that for the time being all the odds are on the triangle."
case_error,"There's a genius at the top of the Triangle--or a lunatic, whichever you care to call him--and the police are neither geniuses nor lunatics.","There's a genius at the top of the triangle--or a lunatic, whichever you care to call him--and the police are neither geniuses nor lunatics."
case_error,Gangs in the past have gone just because discontented members shopped them.,gangs in the past have gone just because discontented members shopped them.
case_error,"I promised you the head of the Apex on a Triangle in a fortnight, and that fortnight still has some time to run.","I promised you the head of the apex on a triangle in a fortnight, and that fortnight still has some time to run."
case_error,"George's Hospital to Marlborough Street Police Court was not advertised, but Storm did not doubt that the Intelligence Bureau of the Triangle had its own sources of information.","George's hospital to Marlborough street police court was not advertised, but Storm did not doubt that the intelligence bureau of the Triangle had its own sources of information."
case_error,"He had asked for, and secured, a special escort from Wellington Barracks, and they were served out with ball ammunition.","He had asked for, and secured, a special escort from wellington barracks, and they were served out with ball ammunition."
case_error,"""Without a hitch,"" remarked Storm, in grim reminiscence of the formal Press account of executions--""thanks to the Army!"" Mecklen was committed for trial, and, whilst the necessary papers were being made out and signed, he was taken to a cell in the adjoining police station.","""Without a hitch,"" remarked Storm, in grim reminiscence of the formal press account of executions--""Thanks to the Army!"" Mecklen was committed for trial, and, whilst the necessary papers were being made out and signed, he was taken to a cell in the adjoining police station."
case_error,It was when they removed him and told him that he would be taken immediately to Brixton Prison that he showed his first sign of uneasiness.,It was when they removed him and told him that he would be taken immediately to Brixton prison that he showed his first sign of uneasiness.
case_error,"Teal went in front and Storm brought up the rear, and as the cortège came into view of the street Teal halted so suddenly that Storm trod on the prisoner's heels.","Teal went in front and Storm brought up the rear, and as the Cortège came into view of the street Teal halted so suddenly that Storm trod on the prisoner's heels."
case_error,You don't inspect every copper's dial wot yer sees--you'd get 'eart failure!,You don't inspect every copper's dial Wot yer sees--you'd get 'eart failure!
case_error,Just looked an ord'nary pleeceman to me.,Just looked an Ord'nary Pleeceman to me.
case_error,And yet a military guard Storm was determined to have.,And yet a military guard storm was determined to have.
case_error,Then he rang up the C.,Then he rang up the c.
case_error,"at the barracks, and found that the two platoons had just returned.","At the barracks, and found that the two platoons had just returned."
case_error,"I'm sending a constable round for it now; he'll give his number, which is C2447....","I'm sending a constable round for it now; he'll give his number, which is c2447...."
case_error,"""Started to quote me: _If you want a thing done well,_"" he explained.","""Started to quote me: _if you want a thing done well,_"" he explained."
case_error,I'll see if I can see Marker and get a special order for another parade to-morrow.,I'll see if I can see marker and get a special order for another parade to-morrow.
